"","Gender_D","Age_D","Race_or_Ethnicity_D","Education_D","Observed_Rate","Background_Rate","EquityValue","user_n","pValue","BH_p"
"19","Male",NA,"NH Black",NA,0.0954053263096283,0.0670520953837542,0.383526941796765,978,1.70975318211275e-30,2.84958863685459e-30
"20","Male",NA,"NH White",NA,0.413032874841479,0.334478986118839,0.336554534063377,4234,9.288268464957e-64,3.096089488319e-63
"21","Male",NA,"Other",NA,0.0690664325431665,0.0579551021526715,0.187265239015668,708,1.47435042671588e-06,1.63816714079543e-06
"22","Male","18-44",NA,NA,0.00253633791825188,0.0644022522517321,-3.29845742081475,26,1.25809790236899e-143,3.35492773965064e-143
"23","Male","45-64",NA,NA,0.390986245244366,0.25651594562357,0.62098801781798,4008,2.27378109799824e-213,9.09512439199297e-213
"24","Male","64+",NA,NA,0.220954053263096,0.233895087623277,-0.0736687993479117,2265,0.00196639033090817,0.00196639033090817
"25","Female","18-44",NA,NA,0,0.0823433640825969,-Inf,0,-Inf,-Inf
"26","Female","45-64",NA,NA,0.264657106623744,0.190358802991866,0.425778593598321,2713,7.76220156012138e-82,1.55244031202428e-81
"27","Female","64+",NA,NA,0.120866256950541,0.172484547426958,-0.416132291367142,1239,1.60643278590379e-43,2.57029245744606e-43
"28","Female",NA,NA,"<HSG",0.0684303006638032,0.110601525062138,-0.526443807998243,701,3.54657689081251e-42,3.54657689081251e-41
"29","Female",NA,NA,">=College grad",0.0774111675126904,0.0798631880827523,-0.0338452675016758,793,0.359928073058912,0.359928073058912
"30","Female",NA,NA,"HSG/GED",0.113334634908239,0.0866130146926756,0.298586730810064,1161,6.86751366716217e-22,1.37350273343243e-21
"31","Female",NA,NA,"Some college/TS",0.126317844591956,0.168082309989634,-0.334635630392901,1294,1.25063186218485e-29,3.12657965546213e-29
"32","Male",NA,NA,"<HSG",0.0800468566966029,0.104974524892697,-0.298576084607218,820,1.85534173351381e-16,2.65048819073401e-16
"33","Male",NA,NA,">=College grad",0.182448262397501,0.153974471956809,0.203915162746603,1869,1.40751762025996e-15,1.75939702532495e-15
"34","Male",NA,NA,"HSG/GED",0.150624755954705,0.122507091444166,0.239190568037263,1543,3.96333780618905e-18,6.60556301031508e-18
"35","Male",NA,NA,"Some college/TS",0.201386177274502,0.173383873879129,0.18417919194442,2063,7.07956273739544e-14,7.86618081932826e-14
"36",NA,"18-44","Hispanic",NA,0.00097551458394303,0.0428163401339027,-3.82449398051368,10,3.12141225008852e-97,8.32376600023605e-97
"37",NA,"45-64","Hispanic",NA,0.0490683835723344,0.0928923395841186,-0.685407285799548,503,9.57502772529921e-53,1.91500554505984e-52
"38",NA,"64+","Hispanic",NA,0.0218515266803239,0.0490910530416542,-0.837649167316234,224,2.58005411867039e-37,4.12808658987262e-37
"39",NA,"18-44","NH White",NA,0,0.0631882572833977,-Inf,0,-Inf,-Inf
"40",NA,"45-64","NH White",NA,0.398497707540728,0.234345038928092,0.772208469997627,4085,0,0
"41",NA,"64+","NH White",NA,0.225148765974051,0.27173004816692,-0.250047000082073,2308,2.92305521457678e-26,3.89740695276904e-26
"42",NA,"18-44","NH Black",NA,0.000390205833577212,0.0299753563252439,-4.37150000891209,4,2.93846413323771e-127,1.17538565329509e-126
"43",NA,"45-64","NH Black",NA,0.128280167788508,0.0725313149642688,0.632189235862609,1315,5.27239700339469e-105,1.6871670410863e-104
"44",NA,"64+","NH Black",NA,0.0618476246219881,0.0432951110747428,0.376216562163307,634,2.71937272822842e-20,3.10785454654677e-20
"45",NA,"18-44","Other",NA,0.00117061750073164,0.0107656297504468,-2.22847993615675,12,4.79073584954986e-21,5.89629027636906e-21
"46",NA,"45-64","Other",NA,0.0797970929665398,0.0471060723389444,0.561994554697782,818,5.11500143352036e-55,1.16914318480465e-54
"47",NA,"64+","Other",NA,0.0329723929372744,0.0422634384082681,-0.257906030359957,338,2.9301998459008e-06,3.12554650229419e-06
"48",NA,NA,"Hispanic","<HSG",0.0289925810230379,0.0889683184089952,-1.18499679840155,297,7.110841723926e-101,7.110841723926e-100
"49",NA,NA,"Hispanic",">=College grad",0.00780944943381492,0.0100232605850109,-0.25180771286282,80,0.0244898048681493,0.0244898048681493
"50",NA,NA,"Hispanic","HSG/GED",0.0179617336977743,0.0391625418859085,-0.801302155477695,184,1.92146501021805e-28,4.269922244929e-28
"51",NA,NA,"Hispanic","Some college/TS",0.0171807887543928,0.0468248771715899,-1.03324934010771,176,8.90885061802242e-46,4.45442530901121e-45
"52",NA,NA,"NH Black","<HSG",0.0397305739945334,0.0328306542725794,0.197918064476135,407,8.88754196770632e-05,0.00013673141488779
"53",NA,NA,"NH Black",">=College grad",0.0319211245607185,0.0269197495369554,0.17556079109075,327,0.00176226190069266,0.00207324929493254
